station_ids
8730667
8739803
8731952
8737138
8736897
8735184
8735181
8735180
8735391
8735523
8731439
8731269
8737373
8733839
8737048
8735587
8730849
8733821
8732828
8738043
9461380
9455120
9456901
9455145
9455146
9468283
9462719
9462694
9457804
9455606
9451317
9455921
9455920
9452141
9454794
9461710
9454755
9451625
9452318
9494935
9499176
9455128
9455595
9450906
9451287
9466477
9450623
9462645
9459251
9465182
9454907
9450973
9454381
9454818
9452378
9455777
9451012
9462676
9450949
9450914
9454374
9451074
9455151
9451781
9462941
9464961
9465988
9490096
9454329
9455711
9490571
9465137
9462787
9465601
9458907
9458849
9454777
9458945
9458917
9452421
9455735
9458293
9458519
9465261
9455558
9454851
9459949
9454460
9452682
9454050
9451335
9452346
9450551
9455159
9452082
9450296
9466931
9469751
9453196
9459758
9451376
9457393
9450998
9450286
9466012
9450997
9452635
9452634
9468863
9451706
9451438
9450251
9454757
9452437
9452328
9462955
9455914
9455912
9498381
9452321
9457726
9451421
9469833
9455963
9454807
9454806
9454153
9462705
9454751
9454824
9452294
9452292
9466153
9459163
9451634
9454691
9465173
9452067
9450544
9455557
9452438
9458964
9450364
9453472
9453471
9469626
9462961
9457634
9453215
9452210
9451528
9455732
9458365
9450581
9455517
9468261
9450460
9453444
9465953
9459881
9454951
9491247
9491253
9457292
9457283
9490424
9450913
9458819
9465265
9458705
9465911
9469982
9457724
9454713
9451422
9452569
9465419
9452336
9450625
9469541
9466328
9454825
9469460
9469338
9454642
9454674
9451152
9450753
9450466
9466217
9464075
9450314
9459016
9454616
9451247
9455824
9453443
9452584
9457407
9458779
9465203
9465283
9457258
9466298
9462948
9455760
9462450
9455653
9468756
9455869
9452005
9468039
9450642
9455178
9450711
9456717
9467551
9457527
9497147
9452184
9469515
9457287
9451346
9452611
9454561
9455427
9454721
9465396
9452516
9454814
9451005
9454671
9491873
9453210
9493300
9451263
9455866
9469237
9450467
9458471
9466057
9451054
9454673
9454511
9455428
9455437
9452542
9457391
9455934
9463502
9457261
9465056
9451936
9497649
9497645
9454729
9458209
9465123
9465831
9450815
9451467
9491094
9453208
9462662
9451124
9453456
9454363
9462723
9450651
9453178
9451497
9450495
9459450
9468258
9452022
9462808
9451805
9462786
9454564
9451454
9455500
9451853
9455090
9450982
9450987
9468691
9450618
9469854
9469804
9451600
9457512
9452400
9454533
9465374
9456173
9454662
9454652
9454952
9452377
9450578
9468151
9497646
9462711
9457493
9452368
9452434
9456993
9456992
9452123
9452131
9451953
9452749
9469239
9451785
9451349
9450970
9450938
9462782
9469439
9457152
9452069
9462721
9450463
9451434
9465116
9468333
9462621
9462620
9458762
9455204
9458553
9457728
9457376
9454328
9454240
9464212
9451037
9450761
9452632
9494168
9497651
9455768
9457535
9465358
9451741
9454948
9454949
9452391
9452046
9454562
9451204
9453220
9452249
9459465
9454411
9463885
1495000
2695535
2695540
9414632
9414767
9414750
9414818
9415064
9416841
9410079
9415027
9410155
9410962
9415111
9415522
9414816
9415117
9415021
9415396
9414958
9414835
9414867
9414836
9414811
9415446
9418778
9410650
9415846
9414794
9418637
9415176
9414874
9414561
9414589
9414575
9414621
9419750
9415143
9414509
9414510
9415053
9415415
9415004
9413631
9413663
9413623
9418802
9418801
9418723
9418799
9415052
9411399
9415287
9414551
9414796
9414785
9416409
9415126
9415124
9415074
9415344
9414759
9414866
9418686
9414358
9410120
9415228
9415352
9415145
9415379
9410738
9413651
9415229
9410230
9415423
9410680
9410660
9418865
9415112
9412802
9415165
9415218
9415102
9415307
9410196
9413450
9415402
9415205
9413616
9414768
9414519
9411013
9414778
9415623
9415478
9414506
9410580
9414305
9418767
9417426
9414711
9414764
9414777
9414779
9410179
9410396
9411406
9410025
9414868
9414392
9414525
9414537
9414746
9415252
9415584
9414317
9415266
9414131
9415056
9415096
9414837
9414881
9415020
9415009
9414873
9415144
9412110
9415198
9410971
9415149
9419945
9418739
9414523
9414501
9419551
9415320
9414849
9414863
9411270
9415316
9415479
9416174
9418817
9410170
9410302
9414290
9414688
9414637
9414458
9415187
9412553
9415477
9411340
9410840
9414819
9414806
9418024
9415438
9415565
9415338
9415447
9414609
9410135
9415414
9414883
9415498
9415265
9415257
9415236
9415193
9413643
9419059
9414585
9418983
9415151
9415489
9415105
9410032
9414782
9648958
9759412
9757809
9759197
9761115
9751774
9751639
9751364
9653601
9752235
9751494
9751768
9752695
9753216
9751584
9731158
9751456
9752619
9654601
9752962
9652734
9751381
9755679
9751309
9751401
9751467
9500966
9759110
9505950
9759394
9759938
9753641
9812530
9712712
9712714
9758053
9665401
9654234
9662957
9650593
9635000
9759189
9635002
9759421
9751540
9755371
9756639
9710441
9509990
9751373
9751472
9751583
9754228
8467373
8467150
8463701
8464445
8466375
8463836
8466797
8465692
8468799
8463827
8469057
8464336
8466442
8466664
8465705
8465748
8461490
8461925
8461392
8464255
8468609
8468191
8466573
8466791
8468448
8467726
8469198
8463348
8460751
8461467
8555889
8551851
8551762
8550438
8554501
8555461
8557125
8558695
8558690
8557380
8559885
8554399
8558788
8556198
8555388
8551201
8558789
8551702
8551910
8557863
8558101
8550714
8593909
8593545
8593005
8594900
7691360
7641400
8723453
8724992
8726614
8729015
8729364
8721374
8729152
8728255
8728261
8728288
8723861
8720086
8720623
8726917
8726924
8722274
8726243
8726282
8724229
8728715
8728711
8728690
8726537
8726632
8727097
8724138
8726978
8726976
8729387
8729381
8723582
8726689
8729849
8727151
8729105
8724489
8729435
8729909
8724979
8724226
8724231
8724211
8724192
8724227
8724246
8724264
8723439
8720757
8722213
8724436
8723089
8726353
8720434
8725943
8724975
8729753
8720203
8729941
8724493
8724499
8724485
8726574
8722816
8720084
8724193
8725541
8723971
8722706
8726247
8720767
8729154
8726774
8729063
8729548
8721608
8721804
8725451
8723251
8724947
8728942
8723534
8725325
8728464
8723583
8725916
8728619
8720189
8727520
8724507
8727246
8729851
8720023
8729329
8724919
8723457
8729567
8720198
8726724
8726706
8726425
8721649
8724098
8725228
8725319
8724307
8724964
8723391
8726217
8724527
8720004
8723746
8724199
8720651
8720855
8729179
8726996
8727343
8724313
8724305
8724328
8724332
8720097
8720011
8720012
8723289
8725685
8727751
8720219
8724971
8726657
8721020
8721120
8720214
8727809
8722746
8726273
8729511
8726739
8723205
8724963
8727336
8724201
8720406
8728408
8725079
8722528
8726768
8724474
8723927
8723044
8726761
8729083
8723465
8724094
8729702
8723752
8720596
8727956
8721191
8720145
8726347
8725769
8728786
8723393
8723409
8725747
8725351
8725346
8724948
8724970
8724962
8729017
8723949
8727892
8720030
8728258
8727086
8726988
8725272
8729806
8723644
8724571
8729824
8720186
8726277
8720686
8725520
8729882
8722212
8729554
8727512
8722939
8722937
8720221
8726573
8723693
8725411
8726641
8724697
8729538
8723026
8722414
8724306
8729155
8723921
8723933
8720496
8720093
8721138
8727293
8725791
8729613
8723073
8723080
8726045
8729889
8725024
8725377
8729791
8722862
8722861
8722859
8726693
8722429
8722445
8722979
8726834
8726808
8726809
8724139
8727648
8726904
8724243
8728757
8727061
8729598
8725368
8729943
8720357
8725269
8725271
8726853
8723843
8724932
8726601
8724409
8725418
8723797
8720291
8720268
8722338
8723613
8727235
8726533
8724172
8724153
8724397
8729332
8720409
8722495
8722491
8722492
8722499
8725019
8724292
8723232
8723962
8724517
8724557
8724580
8720058
8724008
8724302
8726899
8729333
8729045
8722512
8722669
8722670
8722802
8728412
8720051
8722899
8723824
8723825
8724093
8725665
8725259
8725283
8724177
8724154
8720274
8729808
8724209
8720006
8724224
8725835
8725745
8724698
8723906
8723873
8726604
8726089
8720242
8729816
8723851
8723852
8727433
8722496
8722481
8729102
8725809
8723574
8727989
8726492
8727333
8724967
8724991
8726467
8723950
8727274
8729107
8724205
8720218
8720220
8720211
8720224
8724996
8728366
8726667
8721832
8728995
8723178
8723170
8723155
8723165
8721994
8724427
8727001
8729071
8720244
8729905
8729757
8720119
8724099
8724107
8726769
8720805
8724062
8720217
8724082
8724487
8729793
8726364
8724238
8725837
8725114
8725110
8720135
8720098
8729681
8729678
8720215
8728486
8722312
8729136
8721164
8724215
8726539
8729962
8724168
8725899
8726942
8722208
8725488
8722957
8726908
8722478
8722334
8724367
8722472
8723050
8722557
8729949
8728941
8721136
8722482
8724441
8720305
8723519
8722718
8728262
8728351
8724112
8729505
8726607
8720374
8720954
8720296
8722146
8725331
8725171
8728957
8727003
8727328
8727306
8726819
8720232
8720267
8721222
8720774
8721874
8722621
8722607
8726696
8726699
